CODE,NAME,MALE_POPULATION,FEMALE_POPULATION,TOTAL_POPULATION
3206060,CIBALONG,15191,15280,30471
3206061,PARUNGPONTENG,16606,16898,33504
3206070,BANTARKALONG,17247,16955,34202
3206071,BOJONGASIH,9429,9740,19169
3206072,CULAMEGA ,11326,11536,22862
3206080,BOJONGGAMBIR,19019,19337,38356
3206090,SODONGHILIR,30800,31775,62575
3206100,TARAJU,18433,19204,37637
3206110,SALAWU,28709,28704,57413
3206111,PUSPAHIANG,16220,16440,32660
3206120,TANJUNGJAYA,21043,21388,42431
3206130,SUKARAJA,24607,24235,48842
3206140,SALOPA,24256,24043,48299
3206141,JATIWARAS,23704,24150,47854
3206150,CINEAM,16294,16933,33227
3206151,KARANGJAYA,6070,6290,12360
3206160,MANONJAYA,30437,29695,60132
3206161,GUNUNGTANJUNG,13666,13752,27418
3206190,SINGAPARNA,32824,33036,65860
3206191,SUKARAME,19429,19599,39028
3206192,MANGUNREJA,18511,18529,37040
3206200,CIGALONTANG,34010,33544,67554
3206210,LEUWISARI,18165,18105,36270
3206211,SARIWANGI,14845,15442,30287
3206212,PADAKEMBANG,17555,17990,35545
3206221,SUKARATU,21857,21896,43753
3206230,CISAYONG,26229,26435,52664
3206231,SUKAHENING,14674,14639,29313
3206240,RAJAPOLAH,22316,22122,44438
3206250,JAMANIS,16068,16140,32208
3206260,CIAWI,28702,28900,57602
3206261,KADIPATEN,16626,16074,32700
3206270,PAGERAGEUNG,25689,25506,51195
3206271,SUKARESIK,16325,16824,33149
3207,CIAMIS,757729,773630,1531359
3207010,CIMERAK,21938,21538,43476
3207020,CIJULANG,12822,13568,26390
3207030,CIGUGUR,10499,10554,21053
3207040,LANGKAPLANCAR,23480,23272,46752
3207050,PARIGI,20549,21465,42014
3207060,SIDAMULIH,13189,13492,26681
3207070,PANGANDARAN,26072,25962,52034
3207080,KALIPUCANG,17774,17580,35354
3207090,PADAHERANG,30403,31238,61641
3207091,MANGUNJAYA,14146,14572,28718
3207100,BANJARSARI,51104,51978,103082
3207110,LAKBOK,17273,24513,41786
3207111,PURWADADI,23910,17738,41648
3207120,PAMARICAN,31514,32473,63987
3207130,CIDOLOG,9254,9456,18710
3207140,CIMARAGAS ,7461,7993,15454
3207150,CIJEUNGJING,24648,25558,50206
3207160,CISAGA,17698,18742,36440
3207170,TAMBAKSARI,10384,11140,21524
3207180,RANCAH,27300,28271,55571
3207190,RAJADESA,23908,24507,48415
3207200,SUKADANA,10953,11780,22733
3207210,CIAMIS,46533,46984,93517
3207211,BAREGBEG,20016,20361,40377
3207220,CIKONENG,24800,22268,47068
3207221,SINDANGKASIH,22472,24900,47372
3207230,CIHAURBEUTI,23342,23339,46681
3207240,SADANANYA,16636,16882,33518
3207250,CIPAKU,28396,30176,58572
3207260,JATINAGARA,13046,13022,26068
3207270,PANAWANGAN,23213,24318,47531
3207280,KAWALI,19284,19720,39004
3207281,LUMBUNG,14057,14151,28208
3207290,PANJALU,21576,21599,43175
3207291,SUKAMANTRI,10400,10474,20874
3207300,PANUMBANGAN,27679,28046,55725
3208,KUNINGAN,521556,516002,1037558
3208010,DARMA,22635,22603,45238
3208020,KADUGEDE,12068,12036,24104
3208021,NUSAHERANG,8654,8831,17485
3208030,CINIRU,8932,8751,17683
3208031,HANTARA,6511,6334,12845
3208040,SELAJAMBE,6334,6716,13050
3208050,SUBANG,7839,8208,16047
3208051,CILEBAK,5343,5506,10849
3208060,CIWARU,15214,14856,30070
3208061,KARANGKANCANA,10534,10012,20546
3208070,CIBINGBIN,18272,18210,36482
3208071,CIBEUREUM,9371,9513,18884
3208080,LURAGUNG,18217,18442,36659
3208081,CIMAHI,17801,17734,35535
3208090,CIDAHU,20090,19715,39805
3208091,KALIMANGGIS,11611,11635,23246
3208100,CIAWIGEBANG,41109,39760,80869
3208101,CIPICUNG,13159,12796,25955
3208110,LEBAKWANGI,20103,20043,40146
3208111,MALEBER,20526,20104,40630
3208120,GARAWANGI,20040,19224,39264
3208121,SINDANG AGUNG,17294,16786,34080
3208130,KUNINGAN,46351,44849,91200
3208140,CIGUGUR,21757,20631,42388
3208150,KRAMATMULYA,23052,22860,45912
3208160,JALAKSANA ,22782,22475,45257
3208161,JAPARA,9012,9347,18359
3208170,CILIMUS,22112,22514,44626
3208171,CIGANDAMEKAR,13859,13876,27735
3208180,MANDIRANCAN,9790,10356,20146
3208181,PANCALANG,10655,10811,21466
3208190,PASAWAHAN,10529,10468,20997
3209,CIREBON,1057501,1007641,2065142
3209010,WALED,26758,25833,52591
3209011,PASALEMAN,12529,12383,24912
3209020,CILEDUG,21333,20867,42200
3209021,PABUARAN,17195,16469,33664
3209030,LOSARI,28079,26022,54101
3209031,PABEDILAN,26555,24909,51464
3209040,BABAKAN,31808,30228,62036
3209041,GEBANG,29800,27745,57545
3209050,KARANGSEMBUNG,17462,16927,34389
3209051,KARANGWARENG,13511,13043,26554
3209060,LEMAHABANG,25518,25095,50613
3209061,SUSUKAN LEBAK,18681,18315,36996
3209070,SEDONG,20063,19358,39421
3209080,ASTANAJAPURA,38536,37037,75573
3209081,PANGENAN,22274,20559,42833
3209090,MUNDU,37586,35910,73496
3209100,BEBER,18351,18144,36495
3209101,GREGED,26065,24998,51063
3209111,TALUN,31869,30763,62632
3209120,SUMBER,41165,39749,80914
3209121,DUKUPUNTANG,30670,29620,60290
3209130,PALIMANAN,28095,27435,55530
3209140,PLUMBON,37760,35508,73268
3209141,DEPOK,28949,28111,57060
3209150,WERU,32799,31301,64100
3209151,PLERED,26046,25112,51158
3209161,TENGAH TANI,20351,19904,40255
3209162,KEDAWUNG,31009,31013,62022
3209171,GUNUNG JATI,39776,37936,77712
3209180,KAPETAKAN,27529,24271,51800
3209181,SURANENGGALA,21399,19982,41381
3209190,KLANGENAN,25760,25166,50926
3209191,JAMBLANG,17813,17397,35210
3209200,ARJAWINANGUN,32855,29893,62748
3209201,PANGURAGAN,21639,21036,42675
3209210,CIWARINGIN,20169,17908,38077
3209211,GEMPOL,22553,20758,43311
3209220,SUSUKAN,32298,29762,62060
3209230,GEGESIK ,36028,33400,69428
3209231,KALIWEDI,18865,17774,36639
3210,MAJALENGKA,582783,583950,1166733
3210010,LEMAHSUGIH,28491,28483,56974
3210020,BANTARUJEG,21200,21422,42622
3210021,MALAUSMA,20123,20839,40962
3210030,CIKIJING,30531,28943,59474
3210031,CINGAMBUL,17931,17693,35624
3210040,TALAGA,21797,21240,43037
3210041,BANJARAN,12172,12277,24449
3210050,ARGAPURA,16552,16866,33418
3210060,MAJA,24205,24246,48451
3210070,MAJALENGKA,34342,34880,69222
3210080,CIGASONG,17233,16710,33943
3210090,SUKAHAJI,19760,19837,39597
3210091,SINDANG,7175,7235,14410
3210100,RAJAGALUH,20595,20723,41318
3210110,SINDANGWANGI,15010,15140,30150
3210120,LEUWIMUNDING,26996,28676,55672
3210130,PALASAH,22264,23249,45513
3210140,JATIWANGI,41304,41228,82532
3210150,DAWUAN,21928,22549,44477
3210151,KASOKANDEL,22748,23121,45869
3210160,PANYINGKIRAN,14692,14911,29603
3210170,KADIPATEN,21828,21549,43377
3210180,KERTAJATI,21406,20871,42277
3210190,JATITUJUH,25568,25196,50764
3210200,LIGUNG,28252,28043,56295
3210210,SUMBERJAYA,28680,28023,56703
3211,SUMEDANG,546389,544934,1091323
3211010,JATINANGOR,53913,54062,107975
3211020,CIMANGGUNG,40147,40014,80161
3211030,TANJUNGSARI,38474,37560,76034
3211031,SUKASARI,15727,15326,31053
3211032,PAMULIHAN,27483,26807,54290
3211040,RANCAKALONG,18627,18649,37276
3211050,SUMEDANG SELATAN,37370,36464,73834
3211060,SUMEDANG UTARA,44377,43601,87978
3211061,GANEAS,11882,11508,23390
3211070,SITURAJA,17729,18064,35793
3211071,CISITU,12965,13142,26107
3211080,DARMARAJA,18292,18624,36916
3211090,CIBUGEL,10349,10273,20622
3211100,WADO,21620,21064,42684
3211101,JATINUNGGAL,20342,20560,40902
3211111,JATIGEDE ,11489,12205,23694
3211120,TOMO,11583,11980,23563
3211130,UJUNG JAYA,14343,14708,29051
3211140,CONGGEANG,14167,14625,28792
3211150,PASEH,17867,17986,35853
3211160,CIMALAKA,28397,27985,56382
3211161,CISARUA,9522,9504,19026
3211170,TANJUNGKERTA,16563,16651,33214
3211171,TANJUNGMEDAR,12100,11919,24019
3211180,BUAHDUA,15637,16276,31913
3211181,SURIAN,5424,5377,10801
3212,INDRAMAYU,856190,807326,1663516
3212010,HAURGEULIS,44914,43043,87957
3212011,GANTAR,30676,29911,60587
3212020,KROYA,31011,29409,60420
3212030,GABUSWETAN,27327,26494,53821
3212040,CIKEDUNG,19423,19146,38569
3212041,TERISI,27153,25424,52577
3212050,LELEA,23561,23262,46823
3212060,BANGODUA,13787,13206,26993
3212061,TUKDANA,25735,24301,50036
3212070,WIDASARI,17407,16023,33430
3212080,KERTASEMAYA,30404,29148,59552
3212081,SUKAGUMIWANG,18459,18284,36743
3212090,KRANGKENG,32192,30093,62285
3212100,KARANGAMPEL,31702,29311,61013
3212101,KEDOKAN BUNDER,22540,20840,43380
3212110,JUNTINYUAT,40155,35941,76096
3212120,SLIYEG,30117,27602,57719
3212130,JATIBARANG,35442,33155,68597
3212140,BALONGAN,19662,18288,37950
3212150,INDRAMAYU,54630,51673,106303
3212160,SINDANG,25115,23849,48964
3212161,CANTIGI,11699,10775,22474
3212162,PASEKAN,12205,11125,23330
3212170,LOHBENER,27580,26009,53589
3212171,ARAHAN,16145,15203,31348
3212180,LOSARANG,28347,26576,54923
3212190,KANDANGHAUR,43500,41259,84759
3212200,BONGAS,23464,22534,45998
3212210,ANJATAN,41359,39177,80536
3212220,SUKRA,22594,20360,42954
3212221,PATROL,27885,25905,53790
3213,SUBANG,737398,724958,1462356
3213010,SAGALAHERANG,14318,14403,28721
3213011,SERANG PANJANG ,11982,11950,23932
3213020,JALANCAGAK,20721,20745,41466
3213021,CIATER,13749,13648,27397
3213030,CISALAK,19145,19018,38163
3213031,KASOMALANG,19994,19456,39450
3213040,TANJUNGSIANG,21320,21072,42392
3213050,CIJAMBE,19316,19081,38397
3213060,CIBOGO,20131,19927,40058
3213070,SUBANG,60647,59136,119783
3213080,KALIJATI,29429,30228,59657
3213081,DAWUAN,18508,18895,37403
3213090,CIPEUNDEUY,22209,22269,44478
3213100,PABUARAN,29913,29821,59734
3213110,PATOKBEUSI,38760,37963,76723
3213120,PURWADADI,28064,30157,58221
3213130,CIKAUM,22563,23284,45847
3213140,PAGADEN,29403,29485,58888
3213141,PAGADEN BARAT,16724,17130,33854
3213150,CIPUNAGARA,30087,29480,59567
3213160,COMPRENG,22673,21376,44049
3213170,BINONG,22173,20814,42987
3213171,TAMBAKDAHAN,20687,19477,40164
3213180,CIASEM,51330,50117,101447
3213190,PAMANUKAN,28506,26515,55021
3213191,SUKASARI,20017,19338,39355
3213200,PUSAKANAGARA,19504,18429,37933
3213201,PUSAKAJAYA,22952,21504,44456
3213210,LOGONKULON,11442,10454,21896
3213220,BLANAKAN,31131,29786,60917
3214,PURWAKARTA,435307,416259,851566
3214010,JATILUHUR,31290,30522,61812
3214011,SUKASARI,7373,7031,14404
3214020,MANIIS,15933,15064,30997
3214030,TEGAL WARU,22889,21246,44135
3214040,PLERED,36595,34046,70641
3214050,SUKATANI,33270,30200,63470
3214060,DARANGDAN,30641,28975,59616
3214070,BOJONG,23218,21436,44654
3214080,WANAYASA,20162,18760,38922
3214081,KIARAPEDES,12392,11515,23907
3214090,PASAWAHAN,20646,19780,40426
3214091,PONDOK SALAM,13513,12765,26278
3214100,PURWAKARTA,83700,81875,165575
3214101,BABAKANCIKAO,23927,23318,47245
3214110,CAMPAKA,20024,20779,40803
3214111,CIBATU,13588,13209,26797
3214112,BUNGURSARI ,26146,25738,51884
3215,KARAWANG,1095202,1030032,2125234
3215010,PANGKALAN,17929,17312,35241
3215011,TEGALWARU,17847,16486,34333
3215020,CIAMPEL,19573,19764,39337
3215031,TELUKJAMBE TIMUR,66625,59406,126031
3215032,TELUKJAMBE BARAT,25189,23486,48675
3215040,KLARI,78753,75956,154709
3215050,CIKAMPEK,55102,52098,107200
3215051,PURWASARI,32083,31001,63084
3215060,TIRTAMULYA,22619,21552,44171
3215070,JATISARI,36933,35055,71988
3215071,BANYUSARI,26100,24947,51047
3215072,KOTABARU,61443,58076,119519
3215081,CILAMAYA WETAN,39008,36173,75181
3215082,CILAMAYA KULON,30953,28811,59764
3215090,LEMAHABANG,31148,29327,60475
3215100,TALAGASARI,31065,28910,59975
3215111,MAJALAYA,22698,21268,43966
3215112,KARAWANG TIMUR,61273,56110,117383
3215113,KARAWANG BARAT,79800,75744,155544
3215120,RAWAMERTA,25218,23496,48714
3215130,TEMPURAN,30375,28258,58633
3215140,KUTAWALUYA,28026,25576,53602
3215150,RENGASDENGKLOK,53692,50663,104355
3215151,JAYAKERTA,31292,28670,59962
3215160,PEDES,36660,33959,70619
3215161,CILEBAR,20544,18915,39459
3215170,CIBUAYA,24981,23633,48614
3215180,TIRTAJAYA,31955,29922,61877
3215190,BATUJAYA,37951,37461,75412
3215200,PAKISJAYA,18367,17997,36364
3216,BEKASI,1345500,1284051,2629551
3216010,SETU,56996,54698,111694
3216021,SERANG BARU,52770,51170,103940
3216022,CIKARANG PUSAT,28356,28139,56495
3216023,CIKARANG SELATAN,74340,69285,143625
3216030,CIBARUSAH,38318,36540,74858
3216031,BOJONGMANGU,12452,12423,24875
3216041,CIKARANG TIMUR,46965,44583,91548
3216050,KEDUNGWARINGIN,28453,27075,55528
3216061,CIKARANG UTARA,120805,109916,230721
3216062,KARANGBAHAGIA,46036,44414,90450
3216070,CIBITUNG,100129,95516,195645
3216071,CIKARANG BARAT,110385,100718,211103
3216081,TAMBUN SELATAN ,211498,205412,416910
3216082,TAMBUN UTARA,69087,67593,136680
3216090,BABELAN,106035,103340,209375
3216100,TARUMAJAYA,55748,53501,109249
3216110,TAMBELANG,17907,17462,35369
3216111,SUKAWANGI,21845,21241,43086
3216120,SUKATANI,35930,34249,70179
3216121,SUKAKARYA,21638,20748,42386
3216130,PEBAYURAN,47362,45100,92462
3216140,CABANGBUNGIN,24194,23666,47860
3216150,MUARA GEMBONG,18251,17262,35513
3217,BANDUNG BARAT,771729,741905,1513634
3217010,RONGGA,26176,25265,51441
3217020,GUNUNGHALU,35034,33405,68439
3217030,SINDANGKERTA,30842,30334,61176
3217040,CILILIN,41056,39133,80189
3217050,CIHAMPELAS,52992,49748,102740
3217060,CIPONGKOR,42024,39976,82000
3217070,BATUJAJAR,58025,56088,114113
3217080,CIPATAT,60781,58571,119352
3217090,PADALARANG,79945,76337,156282
3217100,NGAMPRAH,78198,76171,154369
3217110,PARONGPONG,49839,48238,98077
3217120,LEMBANG,89566,85721,175287
3217130,CISARUA,34159,32835,66994
3217140,CIKALONG WETAN,55223,53199,108422
3217150,CIPEUNDEUY,37869,36884,74753
3271,KOTA BOGOR,484648,464418,949066
3271010,BOGOR SELATAN,93203,87542,180745
3271020,BOGOR TIMUR,47984,46588,94572
3271030,BOGOR UTARA,86915,83405,170320
3271040,BOGOR TENGAH,52206,49997,102203
3271050,BOGOR BARAT,107072,103378,210450
3271060,TANAH SAREAL,97268,93508,190776
3272,KOTA SUKABUMI,152193,147054,299247
3272010,BAROS,14976,14396,29372
3272011,LEMBURSITU,17072,16724,33796
3272012,CIBEUREUM,17882,17012,34894
3272020,CITAMIANG,24147,23580,47727
3272030,WARUDOYONG,27341,25454,52795
3272040,GUNUNG PUYUH,22365,21290,43655
3272050,CIKOLE,28410,28598,57008
3273,KOTA BANDUNG,1213718,1179915,2393633
3273010,BANDUNG KULON,69564,68547,138111
3273020,BABAKAN CIPARAY ,73458,69562,143020
3273030,BOJONGLOA KALER,60313,56920,117233
3273040,BOJONGLOA KIDUL,43269,40358,83627
3273050,ASTANAANYAR,33469,33140,66609
3273060,REGOL,40126,40088,80214
3273070,LENGKONG,34160,34808,68968
3273080,BANDUNG KIDUL,28653,28457,57110
3273090,BUAHBATU,46401,45793,92194
3273100,RANCASARI,36346,35904,72250
3273101,GEDEBAGE,17179,17225,34404
3273110,CIBIRU,34368,33206,67574
3273111,PANYILEUKAN,19085,18795,37880
3273120,UJUNG BERUNG,36783,35398,72181
3273121,CINAMBO,12159,11625,23784
3273130,ARCAMANIK,33121,32095,65216
3273141,ANTAPANI,36266,35725,71991
3273142,MANDALAJATI,30802,29701,60503
3273150,KIARACONDONG,64232,63438,127670
3273160,BATUNUNGGAL,59866,57180,117046
3273170,SUMUR BANDUNG,17361,17069,34430
3273180,ANDIR,47949,46400,94349
3273190,CICENDO,48431,47672,96103
3273200,BANDUNG WETAN,14608,14872,29480
3273210,CIBEUNYING KIDUL,52961,51680,104641
3273220,CIBEUNYING KALER,35444,33903,69347
3273230,COBLONG,66791,60530,127321
3273240,SUKAJADI,52926,52458,105384
3273250,SUKASARI,39304,39873,79177
3273260,CIDADAP,28323,27493,55816
3274,KOTA CIREBON,148095,147669,295764
3274010,HARJAMUKTI,51371,50472,101843
3274020,LEMAHWUNGKUK,26751,25957,52708
3274030,PEKALIPAN,14279,14760,29039
3274040,KESAMBI,35089,34933,70022
3274050,KEJAKSAN,20605,21547,42152
3275,KOTA BEKASI,1182496,1153993,2336489
3275010,PONDOKGEDE,123952,122480,246432
3275011,JATISAMPURNA,51945,51549,103494
3275012,PONDOKMELATI,65226,63993,129219
3275020,JATIASIH,101056,98440,199496
3275030,BANTARGEBANG,50715,45242,95957
3275031,MUSTIKAJAYA,81084,79297,160381
3275040,BEKASI TIMUR,127027,121019,248046
3275041,RAWALUMBU,103642,103842,207484
3275050,BEKASI SELATAN,102088,101508,203596
3275060,BEKASI BARAT,137128,133441,270569
3275061,MEDAN SATRIA ,81792,79825,161617
3275070,BEKASI UTARA,156841,153357,310198
3276,KOTA DEPOK,879325,857240,1736565
3276010,SAWANGAN,63023,60333,123356
3276011,BOJONGSARI,50895,48873,99768
3276020,PANCORAN MAS,106322,103882,210204
3276021,CIPAYUNG,65160,62547,127707
3276030,SUKMA JAYA,116163,116732,232895
3276031,CILODONG,62724,60989,123713
3276040,CIMANGGIS,123136,119078,242214
3276041,TAPOS,109348,107233,216581
3276050,BEJI,83753,80929,164682
3276060,LIMO,44575,43040,87615
3276061,CINERE,54226,53604,107830
3277,KOTA CIMAHI,273900,267239,541139
3277010,CIMAHI SELATAN,116419,114122,230541
3277020,CIMAHI TENGAH,82704,80423,163127
3277030,CIMAHI UTARA,74777,72694,147471
3278,KOTA TASIKMALAYA,320859,313565,634424
3278010,KAWALU,42997,41265,84262
3278020,TAMANSARI,31997,31035,63032
3278030,CIBEUEREUM,30961,30339,61300
3278031,PURBARATU,19366,18714,38080
3278040,TAWANG,31595,31828,63423
3278050,CIHIDEUNG,36187,35055,71242
3278060,MANGKUBUMI,43110,41975,85085
3278070,INDIHIANG,23908,23641,47549
3278071,BUNGURSARI,22902,22778,45680
3278080,CIPEDES,37836,36935,74771
3279,KOTA BANJAR,87060,88105,175165
3279010,BANJAR,25906,26569,52475
3279020,PURWAHARJA,10219,10317,20536
3279030,PATARUMAN,26931,27304,54235
3279040,LANGENSARI,24004,23915,47919
3300,JAWA TENGAH,16081140,16299547,32380687
3301,CILACAP,823394,817637,1641031
3301010,DAYEUHLUHUR,22653,23799,46452
3301020,WANAREJA,46058,46844,92902
3301030,MAJENANG,61519,61226,122745
3301040,CIMANGGU,43960,45325,89285
3301050,KARANGPUCUNG,33429,34891,68320
3301060,CIPARI,26628,27103,53731
3301070,SIDAREJA,25969,26296,52265
3301080,KEDUNGREJA,36233,35455,71688
3301090,PATIMUAN,21373,21188,42561
3301100,GANDRUNGMANGU,44320,44324,88644
3301110,BANTARSARI,30789,29805,60594
3301120,KAWUNGANTEN,35240,34553,69793
3301121,KAMPUNG LAUT,6517,6126,12643
3301130,JERUKLEGI,29594,29391,58985
3301140,KESUGIHAN,54764,52568,107332
3301150,ADIPALA,38739,36579,75318
3301160,MAOS,19969,20440,40409
3301170,SAMPANG,18361,18240,36601
3301180,KROYA,47945,47289,95234
3301190,BINANGUN,27376,27300,54676
3301200,NUSAWUNGU ,33785,34267,68052
3301710,CILACAP SELATAN,40900,38546,79446
3301720,CILACAP TENGAH,42399,41872,84271
3301730,CILACAP UTARA,34874,34210,69084
3302,BANYUMAS,777568,776334,1553902
3302010,LUMBIR,21425,21919,43344
3302020,WANGON,36553,36465,73018
3302030,JATILAWANG,28349,28705,57054
3302040,RAWALO,22655,22607,45262
3302050,KEBASEN,28065,27653,55718
3302060,KEMRANJEN,31326,31009,62335
3302070,SUMPIUH,25014,24794,49808
3302080,TAMBAK,21075,20850,41925
3302090,SOMAGEDE,15765,16060,31825
3302100,KALIBAGOR,23206,22748,45954
3302110,BANYUMAS,22742,22831,45573
3302120,PATIKRAJA,25186,25144,50330
3302130,PURWOJATI,15374,15412,30786
3302140,AJIBARANG,45234,44627,89861
3302150,GUMELAR,22847,22219,45066
3302160,PEKUNCEN,31902,32508,64410
3302170,CILONGOK,54889,53908,108797
3302180,KARANGLEWAS,29005,28189,57194
3302190,KEDUNG BANTENG,26068,24996,51064
3302200,BATURRADEN,23446,23628,47074
3302210,SUMBANG,37527,37133,74660
3302220,KEMBARAN,36210,35926,72136
3302230,SOKARAJA,38357,38510,76867
3302710,PURWOKERTO SELATAN,35106,35353,70459
3302720,PURWOKERTO BARAT,24145,24899,49044
3302730,PURWOKERTO TIMUR,27929,29231,57160
3302740,PURWOKERTO UTARA,28168,29010,57178
3303,PURBALINGGA,420389,428934,849323
3303010,KEMANGKON,25702,26572,52274
3303020,BUKATEJA,32475,32944,65419
3303030,KEJOBONG,20592,21704,42296
3303040,PENGADEGAN,17352,17874,35226
3303050,KALIGONDANG,26717,28626,55343
3303060,PURBALINGGA,27074,28558,55632
3303070,KALIMANAH,24471,24866,49337
3303080,PADAMARA,18952,19748,38700
3303090,KUTASARI,27172,27123,54295
3303100,BOJONGSARI,27515,27105,54620
3303110,MREBET,32262,32744,65006
3303120,BOBOTSARI,23230,23410,46640
3303130,KARANGREJA ,19571,19566,39137
3303131,KARANGJAMBU,11817,11645,23462
3303140,KARANGANYAR,17108,17088,34196
3303141,KERTANEGARA,14798,15378,30176
3303150,KARANGMONCOL,24815,24994,49809
3303160,REMBANG,28766,28989,57755
3304,BANJARNEGARA,436074,433210,869284
3304010,SUSUKAN,25937,26266,52203
3304020,PURWOREJO KLAMPOK,19777,20305,40082
3304030,MANDIRAJA,31559,32204,63763
3304040,PURWANEGARA,33165,33873,67038
3304050,BAWANG,26667,26634,53301
3304060,BANJARNEGARA,31673,31242,62915
3304061,PAGEDONGAN,16946,16895,33841
3304070,SIGALUH,14343,13751,28094
3304080,MADUKARA,20290,19789,40079
3304090,BANJARMANGU,20193,19682,39875
3304100,WANADADI,14202,14504,28706
3304110,RAKIT,22833,23122,45955
3304120,PUNGGELAN,35826,35797,71623
3304130,KARANGKOBAR,14124,13617,27741
3304140,PANGENTAN,17287,16784,34071
3304150,PEJAWARAN,20126,19456,39582
3304160,BATUR,18532,17899,36431
3304170,WANAYASA,22710,21660,44370
3304180,KALIBENING,19898,19787,39685
3304181,PANDANARUM,9986,9943,19929
3305,KEBUMEN,577975,580853,1158828
3305010,AYAH,27133,26798,53931
3305020,BUAYAN,26653,26821,53474
3305030,PURING,26192,25840,52032
3305040,PETANAHAN,26381,25861,52242
3305050,KLIRONG,27044,26717,53761
3305060,BULUSPESANTREN,25751,25724,51475
3305070,AMBAL,27232,26819,54051
3305080,MIRIT,21774,21389,43163
3305081,BONOROWO,9078,9193,18271
3305090,PREMBUN,12783,13091,25874
3305091,PADURESO,6509,6658,13167
3305100,KUTOWINANGUN,20385,21184,41569
3305110,ALIAN,26754,26829,53583
3305111,PONCOWARNO,7109,7517,14626
3305120,KEBUMEN,59114,59413,118527
3305130,PEJAGOAN,23760,23284,47044
3305140,SRUWENG,26066,26572,52638
3305150,ADIMULYO ,16329,17132,33461
3305160,KUWARASAN,21747,21696,43443
3305170,ROWOKELE,20629,21080,41709
3305180,SEMPOR,28709,29469,58178
3305190,GOMBONG,22823,23801,46624
3305200,KARANGANYAR,16465,17045,33510
3305210,KARANGGAYAM,24174,23557,47731
3305220,SADANG,9011,8746,17757
3305221,KARANGSAMBUNG,18370,18617,36987
3306,PURWOREJO,342957,351447,694404
3306010,GRABAG,21138,21463,42601
3306020,NGOMBOL,15309,15405,30714
3306030,PURWODADI,18141,18305,36446
3306040,BAGELEN,14104,14554,28658
3306050,KALIGESING,14496,14676,29172
3306060,PURWOREJO,40688,42486,83174
3306070,BANYU URIP,19587,20362,39949
3306080,BAYAN,22274,23376,45650
3306090,KUTOARJO,28872,29231,58103
3306100,BUTUH,18970,19728,38698
3306110,PITURUH,22448,23240,45688
3306120,KEMIRI,25165,25489,50654
3306130,BRUNO,21558,21759,43317
3306140,GEBANG,19404,19756,39160
3306150,LOANO,17092,17269,34361
3306160,BENER,23711,24348,48059
3307,WONOSOBO,383232,371466,754698
3307010,WADASLINTANG,25440,25953,51393
3307020,KEPIL,28138,28050,56188
3307030,SAPURAN,27267,26572,53839
3307031,KALIBAWANG,11197,11029,22226
3307040,KALIWIRO,22033,21959,43992
3307050,LEKSONO,19906,19267,39173
3307051,SUKOHARJO,16081,15140,31221
3307060,SELOMERTO,22858,22011,44869
3307070,KALIKAJAR,29024,28348,57372
3307080,KERTEK,38997,37375,76372
3307090,WONOSOBO,41650,40879,82529
3307100,WATUMALANG,24833,23722,48555
3307110,MOJOTENGAH,30172,27981,58153
3307120,GARUNG,24649,23242,47891
3307130,KEJAJAR,20987,19938,40925
3308,MAGELANG,593949,587967,1181916
